Study	Species	Trait	fit.trait	Heritability	Evolvability	Mean	Ie	Type	Scale	Organism	Measure
Winding.(1994)	Bicyclus.anynana	Black.ring.17C	no	0.778	8.941	0.585	2.551	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Black.ring.20C	no	0.569	3.771	0.806	2.857	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Black.ring.23C	no	0.529	1.125	1.2	1.002	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Black.ring.28C	no	0.481	0.59	1.42	0.637	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Colour.17C	no	0.673	0.508	106	0.247	Pattern	Ordinal	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Colour.20C	no	0.453	0.23	102.3	0.278	Pattern	Ordinal	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Colour.23C	no	1.029	0.593	96.9	-0.017	Pattern	Ordinal	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Colour.28C	no	0.839	0.467	103.8	0.09	Pattern	Ordinal	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Band.17C	no	0.231	1.344	0.106	4.474	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Band.20C	no	0.344	1.222	0.094	2.331	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Band.23C	no	0.402	2.979	0.064	4.431	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Band.28C	no	0.701	10.562	0.027	4.505	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Pupil.17C	no	0.283	2.512	0.123	6.364	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Pupil.20C	no	0.349	1.809	0.133	3.374	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Pupil.23C	no	0.358	2.592	0.206	4.648	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Pulil.28C	no	0.955	2.604	0.384	0.123	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Balck.ring.17C	no	0.601	9.694	0.606	6.436	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Black.ring.20C	no	0.894	13.415	0.619	1.591	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Black.ring.23C	no	0.471	3.103	1.18	3.485	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Black.ring.28C	no	0.566	0.505	1.73	0.387	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Colour.17C	no	0.109	0.143	100	1.169	Pattern	Ordinal	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Colour.20C	no	0.462	0.41	94.5	0.477	Pattern	Ordinal	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Colour.23C	no	0.734	0.608	99.3	0.221	Pattern	Ordinal	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Colour.28C	no	0.648	0.71	103.5	0.386	Pattern	Ordinal	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Band.17C	no	0.693	4.1	0.103	1.816	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Band.20C	no	0.586	4.734	0.089	3.345	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Band.23C	no	0.522	5.521	0.054	5.056	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Band.28C	no	0.803	23.2	0.025	5.692	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Pupil.17C	no	1.03	21.159	0.096	-0.616	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Pupil.20C	no	0.787	8.726	0.162	2.362	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Pupil.23C	no	0.518	2.177	0.249	2.026	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Pulil.28C	no	0.915	3.541	0.375	0.329	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Black.ring.17C	no	0.704	15.226	0.462	6.402	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Black.ring.20C	no	0.197	3.241	0.739	13.211	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Black.ring.23C	no	0.439	0.761	1.38	0.973	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Black.ring.28C	no	0.404	0.523	1.57	0.772	Pattern	Linear	Insect	Fullsib
Winn.(2004)	Dicerandra.linearifolia	Days.to.emergence	yes	0.069	0.94	9.81	12.68318841	LH	Time	Plant	Narrowsense
Winn.(2004)	Dicerandra.linearifolia	Winter.leaf.length	no	0.1069	0.46	10.27	3.843086997	Size	Linear	Plant	Narrowsense
Winn.(2004)	Dicerandra.linearifolia	Winter.leaf.width	no	0.1504	0.74	2.58	4.180212766	Size	Linear	Plant	Narrowsense
Winn.(2004)	Dicerandra.linearifolia	Winter.leaf.thickness	no	0.0376	0.08	0.144	2.047659574	Size	Linear	Plant	Narrowsense
Winn.(2004)	Dicerandra.linearifolia	Summer.leaf.length	no	0.0332	0.48	27.33	13.97783133	Size	Linear	Plant	Narrowsense
Winn.(2004)	Dicerandra.linearifolia	Summer.leaf.width	no	0.0982	1.23	3.16	11.29545825	Size	Linear	Plant	Narrowsense
Winn.(2004)	Dicerandra.linearifolia	Summer.leaf.thickness	no	-0.0063	0	0.149	NA	Size	Linear	Plant	Narrowsense
Winn.(2004)	Dicerandra.linearifolia	Final.dry.mass	no	0.0056	1.66	NA	294.7685714	Size	Weight	Plant	Narrowsense
Winn.(2004)	Dicerandra.linearifolia	Survival	yes	0.0097	1.02	NA	104.1346392	LH	Ordinal	Plant	Narrowsense
Winn.(2004)	Dicerandra.linearifolia	Number.of.flowers	yes	0.0041	1.37	NA	332.7763415	LH	Count	Plant	Narrowsense
Woods.et.al..(1998)	Drosophila.melanogaster	sternopleural.bristles	no	0.182	0.154	15.938	0.69	Shape	Count	Insect	Narrowsense
Woods.et.al..(1998)	Drosophila.melanogaster	orbital.bristles.	no	0.42	0.24	16.232	0.332	Shape	Count	Insect	Narrowsense
Woods.et.al..(1998)	Drosophila.melanogaster	wing.width	no	0.496	0.164	1.756	0.167	Size	Linear	Insect	Narrowsense
Woods.et.al..(1998)	Drosophila.melanogaster	Crossvein	no	0.374	0.203	0.326	0.339	Size	Linear	Insect	Narrowsense
Woods.et.al..(1998)	Drosophila.melanogaster	wing.length	no	0.004	0.001	2.598	0.257	Size	Linear	Insect	Narrowsense
Woods.et.al..(1998)	Drosophila.melanogaster	sternopleural.bristles	no	0.406	0.409	18.681	0.598	Shape	Count	Insect	Narrowsense
Woods.et.al..(1998)	Drosophila.melanogaster	orbital.bristles.	no	0.318	0.232	16.648	0.498	Shape	Count	Insect	Narrowsense
Woods.et.al..(1998)	Drosophila.melanogaster	wing.width	no	0.292	0.086	1.994	0.208	Size	Linear	Insect	Narrowsense
Woods.et.al..(1998)	Drosophila.melanogaster	Crossvein	no	0.21	0.161	0.366	0.604	Size	Linear	Insect	Narrowsense
Woods.et.al..(1998)	Drosophila.melanogaster	sternopleural.bristles	no	0.31	0.515	18.264	1.146	Shape	Count	Insect	Narrowsense
Woods.et.al..(1998)	Drosophila.melanogaster	orbital.bristles.	no	0.256	0.195	16.504	0.566	Shape	Count	Insect	Narrowsense
Woods.et.al..(1998)	Drosophila.melanogaster	wing.width	no	0.422	0.154	1.954	0.211	Size	Linear	Insect	Narrowsense
Woods.et.al..(1998)	Drosophila.melanogaster	Crossvein	no	0.26	0.192	0.372	0.548	Size	Linear	Insect	Narrowsense
Woods.et.al..(1998)	Drosophila.melanogaster	wing.length	no	0.37	0.117	2.876	0.2	Size	Linear	Insect	Narrowsense
Worley.&.Barrett.(2001)	Eichhornia.paniculata	"Flower.size,.inlfloresence.1"	no	0.32	1.438	5.44	3.055	Size	Area	Plant	Broadsense
Worley.&.Barrett.(2001)	Eichhornia.paniculata	"Leaf.area,.Infloresence.1"	no	0.2	2.857	23.6	11.429	Size	Area	Plant	Broadsense
Worley.&.Barrett.(2001)	Eichhornia.paniculata	"Flowering.age,.infloresence.1"	yes	0.76	7.916	17.6	2.5	LH	Time	Plant	Broadsense
Worley.&.Barrett.(2001)	Eichhornia.paniculata	"Flower.size,.Inflorescense.2"	no	0.35	1.118	6.49	2.077	Size	Area	Plant	Broadsense
Worley.&.Barrett.(2001)	Eichhornia.paniculata	"Leaf.area,.inflorescence.2"	no	0.14	2.815	32	17.294	Size	Area	Plant	Broadsense
Worley.&.Barrett.(2001)	Eichhornia.paniculata	"Flowering.age,.Inflorsence.2"	yes	0.87	7.545	25.4	1.127	LH	Time	Plant	Broadsense
Worley.&.Barrett.(2001)	Eichhornia.paniculata	"Flower.size,.inlfloresence.1"	no	0.19	0.855	5.01	3.646	Size	Area	Plant	Broadsense
Worley.&.Barrett.(2001)	Eichhornia.paniculata	"Leaf.area,.Infloresence.1"	no	0.42	10.5	26.6	14.5	Size	Area	Plant	Broadsense
Worley.&.Barrett.(2001)	Eichhornia.paniculata	"Flowering.age,.infloresence.1"	yes	0.57	7.728	19.5	5.83	LH	Time	Plant	Broadsense
Worley.&.Barrett.(2001)	Eichhornia.paniculata	"Flower.size,.Inflorescense.2"	no	0.2	0.639	5.71	2.558	Size	Area	Plant	Broadsense
Worley.&.Barrett.(2001)	Eichhornia.paniculata	"Leaf.area,.inflorescence.2"	no	0.27	5.033	38.1	13.608	Size	Area	Plant	Broadsense
Worley.&.Barrett.(2001)	Eichhornia.paniculata	"Flowering.age,.Inflorsence.2"	yes	0.61	5.907	29.5	3.777	LH	Time	Plant	Broadsense
